Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Material Name,Material Level,Time per Day (min),Assessment Score,IQ of Student,Promoted
Jason,7,Female,USA,Texas,Dallas,Farmer,High,Advanced,Intermediate,Math,Quiz,Basic,46,70.98,134,Yes
Carly,10,Male,USA,California,Los Angeles,Business,Low,Intermediate,Advanced,Science,Video,Medium,26,89.16,108,Yes
Charles,6,Male,India,Karnataka,Mysore,Engineer,Middle,Intermediate,Intermediate,English,Video,Medium,48,81.77,120,Yes
George,10,Male,India,Maharashtra,Pune,Farmer,High,Intermediate,Advanced,English,PDF,Medium,16,52.6,112,No
Albert,11,Male,UK,England,Manchester,Doctor,Middle,Beginner,Intermediate,English,PDF,Medium,17,81.91,112,Yes
Paul,10,Female,UK,England,Manchester,Farmer,Low,Advanced,Beginner,Science,PDF,Medium,112,87.64,108,Yes
Brenda,17,Female,India,Karnataka,Bangalore,Engineer,Middle,Beginner,Intermediate,Math,Quiz,Hard,74,59.51,103,No
Stephen,12,Male,USA,California,Los Angeles,Clerk,Low,Intermediate,Beginner,Math,PDF,Medium,11,61.47,87,Yes
Renee,6,Female,UK,England,Manchester,Teacher,Low,Intermediate,Intermediate,Math,Video,Hard,86,71.38,113,Yes
Jodi,13,Female,India,Maharashtra,Mumbai,Teacher,Middle,Advanced,Advanced,Science,PDF,Medium,53,56.18,112,No
Jodi,5,Female,USA,Texas,Austin,Clerk,Middle,Beginner,Intermediate,Math,PDF,Basic,38,49.85,90,No
Carlos,13,Female,USA,Texas,Dallas,Teacher,High,Intermediate,Intermediate,English,Video,Medium,93,79.5,91,Yes
Kyle,14,Female,UK,England,Manchester,Clerk,Low,Advanced,Intermediate,Science,PDF,Basic,19,71.75,95,Yes
Michael,16,Female,UK,England,London,Farmer,Low,Beginner,Advanced,English,Video,Hard,43,53.36,112,No
Melissa,14,Male,UK,Scotland,Glasgow,Farmer,Middle,Intermediate,Advanced,Science,Video,Basic,84,70.0,100,Yes
Breanna,15,Female,USA,California,Los Angeles,Doctor,Middle,Beginner,Intermediate,English,PDF,Hard,68,65.22,109,Yes
Richard,5,Female,UK,Scotland,Glasgow,Farmer,Middle,Beginner,Intermediate,English,Quiz,Basic,25,83.31,87,Yes
Lance,17,Male,India,Karnataka,Mysore,Teacher,Low,Intermediate,Intermediate,English,PDF,Medium,34,89.2,118,Yes
Tonya,6,Female,India,Maharashtra,Pune,Farmer,Low,Intermediate,Intermediate,English,Video,Medium,74,79.5,134,Yes
Judith,13,Female,USA,California,Los Angeles,Business,Middle,Advanced,Advanced,Math,Video,Basic,48,60.58,108,Yes
Debra,17,Male,USA,Texas,Austin,Clerk,Middle,Beginner,Beginner,English,Quiz,Hard,114,82.61,97,Yes
Mark,16,Male,UK,England,London,Farmer,Middle,Beginner,Advanced,Science,PDF,Hard,80,67.69,119,Yes
Whitney,5,Female,USA,Texas,Dallas,Farmer,High,Intermediate,Advanced,Math,PDF,Medium,89,58.67,82,No
Lisa,5,Female,UK,England,London,Farmer,Low,Intermediate,Advanced,Math,PDF,Basic,40,47.79,139,No
Corey,18,Female,India,Maharashtra,Mumbai,Business,Middle,Intermediate,Advanced,Science,PDF,Hard,91,78.66,106,Yes
Carl,18,Male,India,Karnataka,Mysore,Doctor,High,Intermediate,Advanced,Math,Video,Hard,60,83.63,111,Yes
Carlos,7,Male,India,Maharashtra,Mumbai,Business,Low,Advanced,Beginner,Math,Video,Medium,21,79.17,84,Yes
William,14,Female,USA,California,San Diego,Clerk,Middle,Advanced,Advanced,English,Video,Medium,24,55.86,115,No
Susan,15,Female,USA,Texas,Dallas,Teacher,Middle,Beginner,Advanced,English,Video,Medium,39,56.42,86,No
Francisco,12,Male,USA,California,Los Angeles,Clerk,High,Advanced,Advanced,Science,PDF,Medium,117,58.86,102,No
Robert,13,Male,USA,California,Los Angeles,Doctor,Low,Intermediate,Beginner,English,Quiz,Basic,93,76.58,112,Yes
Levi,14,Male,UK,England,Manchester,Farmer,Middle,Intermediate,Intermediate,Science,Quiz,Medium,105,94.47,90,Yes
Erin,15,Female,UK,England,London,Doctor,Low,Advanced,Intermediate,Science,Quiz,Hard,97,66.87,81,Yes
Luis,16,Male,USA,Texas,Dallas,Business,High,Beginner,Beginner,Science,PDF,Medium,102,82.27,134,Yes
Richard,5,Male,UK,Scotland,Edinburgh,Doctor,Middle,Advanced,Intermediate,English,Quiz,Medium,19,95.18,133,Yes
Jessica,13,Female,USA,California,Los Angeles,Farmer,Low,Advanced,Beginner,Science,PDF,Medium,63,50.75,124,No
Tracy,16,Male,UK,England,London,Doctor,High,Beginner,Intermediate,Science,PDF,Medium,87,93.2,94,Yes
Kaitlin,16,Female,India,Maharashtra,Mumbai,Farmer,Middle,Advanced,Advanced,Science,PDF,Basic,99,55.92,113,No
Heather,14,Female,UK,Scotland,Edinburgh,Farmer,High,Beginner,Intermediate,English,Video,Basic,52,72.59,86,Yes
Karen,15,Male,UK,England,Manchester,Business,Low,Advanced,Beginner,Science,PDF,Basic,10,71.0,126,Yes
Samantha,18,Female,India,Maharashtra,Pune,Engineer,Low,Beginner,Intermediate,English,PDF,Medium,88,78.63,134,Yes
Joseph,5,Female,India,Karnataka,Mysore,Engineer,Low,Advanced,Beginner,English,PDF,Basic,51,80.58,129,Yes
Stephen,15,Female,USA,Texas,Austin,Teacher,High,Advanced,Beginner,Science,PDF,Hard,75,83.74,86,Yes
Eric,17,Male,USA,Texas,Austin,Doctor,High,Beginner,Advanced,English,Quiz,Medium,37,72.32,116,Yes
Eric,16,Male,India,Karnataka,Mysore,Business,High,Intermediate,Advanced,Math,Video,Hard,98,77.5,100,Yes
Linda,8,Male,USA,Texas,Dallas,Teacher,High,Advanced,Advanced,English,Video,Medium,30,41.53,105,No
David,9,Male,USA,California,San Diego,Engineer,Middle,Intermediate,Advanced,Science,Video,Basic,70,59.79,111,No
Sarah,9,Female,UK,Scotland,Glasgow,Engineer,Middle,Advanced,Beginner,Math,Quiz,Medium,58,79.09,133,Yes
Evan,16,Male,UK,Scotland,Edinburgh,Doctor,Middle,Intermediate,Beginner,English,PDF,Medium,93,83.61,94,Yes
Thomas,8,Male,USA,Texas,Austin,Engineer,Low,Advanced,Intermediate,Math,Quiz,Hard,22,80.96,89,Yes
Eric,17,Female,India,Karnataka,Bangalore,Doctor,Middle,Intermediate,Advanced,English,PDF,Basic,34,100.0,92,Yes
Jeffrey,14,Female,USA,Texas,Austin,Farmer,High,Intermediate,Advanced,English,Quiz,Medium,75,78.72,130,Yes
Dana,16,Male,UK,Scotland,Glasgow,Doctor,Middle,Intermediate,Intermediate,Science,Video,Hard,84,66.87,83,Yes
Andrew,8,Male,USA,California,San Diego,Engineer,High,Advanced,Advanced,Math,Quiz,Basic,64,66.43,135,Yes
Elizabeth,17,Male,USA,California,San Diego,Doctor,Middle,Advanced,Intermediate,Math,Video,Basic,77,61.14,83,Yes
Christopher,10,Female,USA,Texas,Austin,Engineer,Middle,Advanced,Intermediate,Science,Video,Medium,68,88.0,82,Yes
Steve,8,Male,India,Karnataka,Bangalore,Farmer,Middle,Advanced,Advanced,Math,Quiz,Medium,107,59.33,126,No
Anna,10,Male,India,Karnataka,Bangalore,Clerk,High,Beginner,Beginner,English,Quiz,Medium,38,98.02,99,Yes
Kimberly,16,Male,USA,California,Los Angeles,Engineer,Middle,Advanced,Beginner,Science,Quiz,Medium,84,80.4,101,Yes
Luis,17,Female,UK,England,Manchester,Teacher,Middle,Advanced,Advanced,English,Quiz,Basic,24,76.73,98,Yes
Crystal,14,Female,India,Maharashtra,Mumbai,Business,Middle,Advanced,Beginner,Math,Video,Hard,61,59.44,99,No
Ashley,7,Female,USA,Texas,Dallas,Business,Middle,Intermediate,Advanced,English,Quiz,Medium,55,46.15,123,No
Richard,18,Male,India,Karnataka,Bangalore,Teacher,Middle,Advanced,Advanced,Math,PDF,Hard,55,61.83,105,Yes
Sally,6,Female,USA,Texas,Dallas,Farmer,Middle,Advanced,Beginner,Science,Quiz,Basic,77,85.54,97,Yes
Justin,17,Female,UK,Scotland,Edinburgh,Teacher,Low,Advanced,Intermediate,Science,Video,Medium,58,75.87,111,Yes
Carlos,5,Male,UK,Scotland,Glasgow,Farmer,Low,Advanced,Beginner,Math,Quiz,Basic,105,78.16,120,Yes
Melinda,17,Male,India,Maharashtra,Mumbai,Clerk,Low,Advanced,Intermediate,English,Video,Basic,11,74.65,105,Yes
Tricia,10,Female,USA,California,San Diego,Farmer,High,Advanced,Beginner,Math,Quiz,Medium,14,74.2,132,Yes
William,5,Female,USA,California,Los Angeles,Engineer,Low,Advanced,Beginner,English,PDF,Medium,36,61.41,128,Yes
Jonathan,6,Male,USA,Texas,Dallas,Engineer,High,Beginner,Advanced,Science,PDF,Medium,46,59.04,132,No
Timothy,10,Female,UK,England,Manchester,Teacher,High,Intermediate,Intermediate,Science,Video,Medium,58,62.27,135,Yes
Roy,9,Female,USA,Texas,Austin,Clerk,Middle,Intermediate,Advanced,Math,Quiz,Medium,31,59.51,105,No
Robert,15,Female,USA,Texas,Dallas,Teacher,High,Beginner,Beginner,English,PDF,Basic,10,88.17,121,Yes
William,15,Male,UK,Scotland,Glasgow,Clerk,Low,Intermediate,Intermediate,Math,Quiz,Medium,45,49.5,116,No
James,7,Male,UK,England,Manchester,Business,High,Advanced,Advanced,Science,Video,Hard,50,55.17,123,No
Whitney,18,Male,UK,England,Manchester,Business,Low,Intermediate,Advanced,Math,Quiz,Medium,60,83.11,131,Yes
Edward,12,Male,USA,Texas,Austin,Doctor,Middle,Beginner,Intermediate,English,PDF,Hard,60,64.52,88,Yes
Anthony,11,Male,USA,California,Los Angeles,Business,Low,Beginner,Beginner,English,PDF,Medium,102,46.02,102,No
Lacey,11,Female,UK,Scotland,Glasgow,Business,High,Intermediate,Beginner,Science,Video,Basic,85,53.62,131,No
Adriana,8,Male,India,Maharashtra,Pune,Doctor,Middle,Advanced,Beginner,Science,PDF,Medium,51,50.68,116,No
Caleb,11,Male,India,Karnataka,Bangalore,Clerk,Middle,Intermediate,Intermediate,Math,Quiz,Medium,61,83.82,130,Yes
Tyler,13,Male,India,Karnataka,Mysore,Clerk,Low,Advanced,Advanced,Science,PDF,Medium,107,68.51,81,Yes
Paul,7,Male,USA,California,San Diego,Farmer,Middle,Intermediate,Advanced,Math,PDF,Hard,14,36.54,107,No
Cheryl,18,Male,India,Karnataka,Mysore,Business,Low,Intermediate,Advanced,Science,PDF,Hard,48,69.72,120,Yes
Gina,11,Female,USA,California,Los Angeles,Doctor,Low,Beginner,Beginner,English,PDF,Hard,89,74.98,95,Yes
Jennifer,6,Male,UK,Scotland,Glasgow,Engineer,High,Beginner,Advanced,English,PDF,Basic,116,81.06,89,Yes
Rebecca,14,Female,India,Maharashtra,Pune,Clerk,Low,Advanced,Beginner,English,Video,Hard,76,67.64,89,Yes
Paul,11,Male,USA,Texas,Austin,Teacher,Low,Advanced,Intermediate,Math,PDF,Hard,94,84.01,124,Yes
Taylor,16,Female,UK,England,Manchester,Engineer,Low,Advanced,Advanced,English,Quiz,Hard,33,61.11,133,Yes
Eric,18,Male,USA,California,San Diego,Teacher,Low,Intermediate,Advanced,English,PDF,Basic,27,80.92,91,Yes
Isabel,10,Female,UK,Scotland,Glasgow,Clerk,Middle,Advanced,Intermediate,Math,PDF,Hard,64,81.88,138,Yes
Patrick,18,Female,UK,Scotland,Edinburgh,Business,Low,Beginner,Intermediate,English,Video,Basic,46,55.23,105,No
Peter,17,Male,UK,England,Manchester,Clerk,Low,Intermediate,Intermediate,English,Quiz,Basic,110,90.27,115,Yes
Susan,9,Male,India,Maharashtra,Pune,Doctor,High,Intermediate,Advanced,Science,Quiz,Hard,39,93.84,90,Yes
Noah,8,Male,USA,Texas,Austin,Farmer,Low,Intermediate,Beginner,Math,PDF,Medium,89,61.86,131,Yes
John,7,Male,India,Maharashtra,Pune,Business,Middle,Advanced,Beginner,English,Quiz,Medium,19,67.99,104,Yes
Adam,17,Male,USA,California,Los Angeles,Clerk,Middle,Advanced,Advanced,Science,Video,Medium,75,97.62,85,Yes
Daniel,13,Male,UK,Scotland,Edinburgh,Engineer,Low,Advanced,Beginner,Math,PDF,Hard,53,72.15,131,Yes
Samantha,18,Female,India,Maharashtra,Mumbai,Farmer,High,Beginner,Advanced,Math,Video,Hard,54,61.96,109,Yes
James,14,Female,UK,England,London,Teacher,Low,Advanced,Advanced,English,Video,Hard,120,62.49,85,Yes
Nicole,8,Female,India,Karnataka,Bangalore,Clerk,Middle,Beginner,Beginner,English,Video,Basic,22,45.43,96,No
Gregory,18,Female,UK,England,Manchester,Farmer,Middle,Beginner,Beginner,Science,PDF,Hard,31,96.15,104,Yes
Shannon,8,Female,UK,England,London,Farmer,High,Advanced,Beginner,English,Video,Basic,24,93.09,109,Yes
Melanie,13,Male,UK,Scotland,Glasgow,Business,Middle,Intermediate,Beginner,Science,Quiz,Basic,50,68.17,92,Yes
Sherri,5,Male,UK,England,Manchester,Teacher,Middle,Beginner,Advanced,English,Quiz,Basic,86,87.12,80,Yes
Adrian,11,Female,India,Maharashtra,Pune,Farmer,Middle,Advanced,Beginner,Science,PDF,Hard,33,47.67,114,No
